Model,Scenario (History),Region,Variable,Unit,1980,1985,1990,1995,2000,2005,2008,2010
History,World Bank (WDI),MKD,GDP|PPP,billion US$2005/yr,,,16.2882855286648,12.8362358084503,14.8580510815748,16.060169948045,18.7916102583509,18.9538133178474
History,World Bank (WDI),MLI,GDP|PPP,billion US$2005/yr,5.43482062341197,4.80332801340682,5.76796381265466,6.65977279934358,8.57150110096823,11.6554562753419,13.4409900057575,14.6778971110373
History,World Bank (WDI),MLT,GDP|PPP,billion US$2005/yr,3.31397688902991,3.60412332409676,4.85932203161919,6.34537638174496,8.01452362940842,8.4663265572,9.50226284261635,9.47767241171909
History,World Bank (WDI),MMR,GDP|PPP,billion US$2005/yr,11.8554784922377,15.0017825902461,13.4667457804465,17.8829597205156,26.8678454536364,49.2073291367267,68.7189811502746,83.9058229563456
History,World Bank (WDI),MNE,GDP|PPP,billion US$2005/yr,,,,,4.499086280862,5.16822895079109,6.64196978859479,6.41996194841101
History,World Bank (WDI),MNG,GDP|PPP,billion US$2005/yr,,4.45011991551829,5.33843697419462,4.65333170495994,5.32496580055957,7.28966669470785,9.5008524736969,9.97739759726525
History,World Bank (WDI),MOZ,GDP|PPP,billion US$2005/yr,5.33819847769246,4.15426548608922,5.41814294702008,6.4257474049473,9.21172005038819,13.9060093558557,17.3215055087821,19.765659945143
History,World Bank (WDI),MRT,GDP|PPP,billion US$2005/yr,2.62445301227984,2.74147476942152,3.09175922486294,3.61355552739783,4.09706436090376,4.99099990058866,5.81671959947816,6.03341476232554
History,World Bank (WDI),MUS,GDP|PPP,billion US$2005/yr,3.60212429314151,4.5229861690164,6.46307129318225,8.20448983922285,10.8644985867823,12.6283510018466,14.6648314467042,15.7383748077602
History,World Bank (WDI),MWI,GDP|PPP,billion US$2005/yr,4.29628949342284,4.7662040566041,5.34156822138897,6.18555500044816,7.49228243562085,8.26847498880316,10.2319076880485,11.7912094920763
History,World Bank (WDI),MYS,GDP|PPP,billion US$2005/yr,67.3219478427138,86.3500194799023,120.310643642402,189.161425699101,239.03533058704,301.308420195869,355.925054160144,375.288126656335
History,World Bank (WDI),NAM,GDP|PPP,billion US$2005/yr,4.99163704350716,4.94339970355876,5.64098585050494,7.16127925094809,8.51057112303763,10.827002302648,12.7411021459721,13.2592063236359
History,World Bank (WDI),NER,GDP|PPP,billion US$2005/yr,5.52436552857929,4.82024998335664,5.46473334998199,5.66917193227664,6.52128945530744,7.92415224658157,9.4229863407876,10.1297103163467
History,World Bank (WDI),NGA,GDP|PPP,billion US$2005/yr,124.299407653177,106.532717984652,138.234067763981,156.275632288909,181.729715758617,244.642093040951,293.161226641759,338.306589738457
History,World Bank (WDI),NIC,GDP|PPP,billion US$2005/yr,8.91002498447461,9.19687579940644,7.77208917249219,8.4894536131197,10.8468294989199,12.668882015027,14.5347201206438,15.1281728527879
History,World Bank (WDI),NLD,GDP|PPP,billion US$2005/yr,315.136987931273,333.210864270348,392.862291886134,440.027191808453,536.543000571345,572.900602702298,626.674859859337,614.724900948884
History,World Bank (WDI),NOR,GDP|PPP,billion US$2005/yr,106.253672351577,125.186109572169,136.225884490978,163.577901276486,195.996750303047,218.707421837871,231.476886331219,228.311915050782
History,World Bank (WDI),NPL,GDP|PPP,billion US$2005/yr,8.52353954700511,10.8250952653798,13.5335183912359,17.4262962996715,22.0254132080814,26.0218171533422,29.5129739762271,32.2179434873844
History,World Bank (WDI),NZL,GDP|PPP,billion US$2005/yr,54.1361558101803,61.9390808524031,64.5749237820668,75.3111251656089,86.0640317164539,104.608094024892,106.882112172555,
History,World Bank (WDI),OMN,GDP|PPP,billion US$2005/yr,11.5984787050158,23.5126447959925,27.3886380266292,36.4281290511258,43.0072164317216,51.1350233384035,64.9907083494408,
History,World Bank (WDI),PAK,GDP|PPP,billion US$2005/yr,98.5236217684115,136.732106482382,181.203381335566,227.188941243651,266.680486000701,340.26205992466,387.907639269073,418.508109294597
History,World Bank (WDI),PAN,GDP|PPP,billion US$2005/yr,12.8086762783714,15.1700005180278,14.6708286355385,19.1689425506088,24.0390369479683,29.684275263507,39.9933941347549,42.9301138617975
History,World Bank (WDI),PER,GDP|PPP,billion US$2005/yr,105.160095632931,106.863876693571,97.0838793325392,126.783002543769,143.353307346485,176.016624588136,226.776794630955,248.759342954349
History,World Bank (WDI),PHL,GDP|PPP,billion US$2005/yr,133.048217674586,124.781907001344,157.250823257202,175.041119533621,208.538893248145,260.987323044372,305.005954070503,332.054607782837
History,World Bank (WDI),PLW,GDP|PPP,billion US$2005/yr,,,,0.22019793033577,0.240685640604307,0.256999358969518,0.257025092315331,0.256660116684243
History,World Bank (WDI),PNG,GDP|PPP,billion US$2005/yr,6.19605192509107,6.6331216429862,7.02209288560634,10.6037932012852,10.491634507294,11.3743651241007,13.3465223557011,15.2070275720859
History,World Bank (WDI),POL,GDP|PPP,billion US$2005/yr,,,311.826005004717,347.245022801568,451.960597274436,526.078602780189,627.352041595408,662.567530838905
History,World Bank (WDI),PRT,GDP|PPP,billion US$2005/yr,117.128379003377,122.416260385131,161.296504380316,175.515763122107,215.789049215628,224.640675550363,233.292114116987,230.603797128742
History,World Bank (WDI),PRY,GDP|PPP,billion US$2005/yr,12.9277788151363,14.0412958239024,16.9935966167541,20.4696090954545,20.2723904626476,23.0061261114361,27.1163708831574,29.996266772241
History,World Bank (WDI),QAT,GDP|PPP,billion US$2005/yr,,,,,38.3109193819152,57.0686509124062,107.647704461333,
History,World Bank (WDI),R32AUNZ,GDP|PPP,billion US$2005/yr,348.595503113993,399.744380727602,473.782027784665,536.646817766277,656.120218610085,771.48614406755,846.750954811083,
History,World Bank (WDI),R32BRA,GDP|PPP,billion US$2005/yr,920.935004812106,972.00818297958,1073.70399345353,1248.85605519457,1379.54884137069,1582.64236338872,1835.59985132636,1960.3605712403
History,World Bank (WDI),R32CAN,GDP|PPP,billion US$2005/yr,567.370293678304,649.668896366937,748.721512530885,815.396462410773,998.377904471884,1131.99996169552,1197.75683373065,1202.02244838091
History,World Bank (WDI),R32CAS,GDP|PPP,billion US$2005/yr,30.6425699593613,52.4731424822999,271.415264258625,152.699931062792,182.665310272258,291.338767374068,393.536659772059,434.646232591906
History,World Bank (WDI),R32CHN,GDP|PPP,billion US$2005/yr,584.723825513223,954.071679349718,1392.5273589449,2412.79223789949,3576.85875500431,5625.19327912896,7874.10512825956,9448.13864563122
History,World Bank (WDI),R32EEU,GDP|PPP,billion US$2005/yr,11.3420242466794,12.5470346839452,181.308850596925,119.741858654729,156.355304215378,195.612546342522,225.314356145807,218.927334005173
History,World Bank (WDI),R32EEU-FSU,GDP|PPP,billion US$2005/yr,13.1295915897071,14.879212913958,500.880309272897,250.423295617984,245.936693169169,354.990025746492,431.393575214707,405.056752233329
History,World Bank (WDI),R32EFTA,GDP|PPP,billion US$2005/yr,291.298554680536,324.817919984554,367.053529567809,395.609283102991,453.784257254084,495.190051246589,534.944278124223,532.859644456448
History,World Bank (WDI),R32EU12-H,GDP|PPP,billion US$2005/yr,144.027689261186,221.917355016086,748.4719770058,749.636168182249,911.819041654235,1089.07858735632,1270.1190616397,1282.98549540436
History,World Bank (WDI),R32EU12-M,GDP|PPP,billion US$2005/yr,242.259850245568,285.23758267807,321.281202328576,263.52486936717,265.418608064198,357.264439465929,439.871218032592,401.123601049393
History,World Bank (WDI),R32EU15,GDP|PPP,billion US$2005/yr,6797.7278532597,7350.14463264733,8653.89352948634,9374.55644471422,10800.8970873327,11746.0080580963,12486.9483632251,12154.2149099069
History,World Bank (WDI),R32IDN,GDP|PPP,billion US$2005/yr,199.519242466234,262.379517917906,370.233849524179,540.619205378478,559.744217646431,705.158950677719,838.730757140111,930.654243069005
History,World Bank (WDI),R32IND,GDP|PPP,billion US$2005/yr,615.46200681716,791.313099292052,1056.49615730146,1353.71441986612,1797.37553855289,2517.28159544972,3169.70700681746,3762.85903426931
History,World Bank (WDI),R32JPN,GDP|PPP,billion US$2005/yr,2192.92095296058,2554.08050639426,3227.8604012311,3461.24665826006,3630.10671816613,3872.84314447102,3998.06571399912,3896.55140453769
History,World Bank (WDI),R32KOR,GDP|PPP,billion US$2005/yr,211.343148331126,307.978487088151,487.962494034417,710.725039838256,880.479822889845,1096.74105379418,1240.30175301277,1320.93414138516
History,World Bank (WDI),R32LAM-L,GDP|PPP,billion US$2005/yr,46.8788908138261,46.583294904981,51.2863918287885,70.3410073198143,84.5351889104961,98.2524431558069,113.08095589666,115.652389837233
History,World Bank (WDI),R32LAM-M,GDP|PPP,billion US$2005/yr,978.303768571549,956.767030701112,1060.49245368287,1357.072330869,1521.8398556207,1780.40287534778,2165.54446683004,2270.06251604804
History,World Bank (WDI),R32MEA-H,GDP|PPP,billion US$2005/yr,590.060135971788,521.466258301962,563.953875078106,749.313728491676,933.5346806802,1163.72186777972,1242.6570681235,1075.77555338888
History,World Bank (WDI),R32MEA-M,GDP|PPP,billion US$2005/yr,315.312065060445,380.960433675844,426.036476173693,529.174606410808,749.505242329976,910.882316366015,1064.12714116587,283.803271044378
History,World Bank (WDI),R32MEX,GDP|PPP,billion US$2005/yr,704.166432264646,775.110057009741,842.247559954046,908.514540288504,1184.79303790329,1298.15027731085,1426.2912707285,1411.09375275446
History,World Bank (WDI),R32NAF,GDP|PPP,billion US$2005/yr,299.523996396066,386.808373347633,445.00402735036,491.293616478073,674.836665437123,830.049111389502,967.334242201818,944.106559036099
History,World Bank (WDI),R32OAS-CPA,GDP|PPP,billion US$2005/yr,,54.9253313670455,69.0045427509433,107.622953441662,149.361312541275,215.199642058356,270.111963326473,302.037207078004
History,World Bank (WDI),R32OAS-L,GDP|PPP,billion US$2005/yr,216.692206333486,226.048434350873,274.608848742951,324.060470836286,399.625573096334,518.030417214274,621.120133265531,692.015967180201
History,World Bank (WDI),R32OAS-M,GDP|PPP,billion US$2005/yr,247.291472212815,316.849119177224,469.604838387671,705.806169171331,815.385705593755,1031.20409046162,1200.22363738638,1270.39143505358
History,World Bank (WDI),R32PAK,GDP|PPP,billion US$2005/yr,98.5236217684115,136.732106482382,181.203381335566,227.188941243651,266.680486000701,362.634345176732,416.491721428377,455.745393477823
History,World Bank (WDI),R32RUS,GDP|PPP,billion US$2005/yr,,,1872.27838603696,1163.03066887881,1260.05774515714,1696.72916997385,2096.21885509389,2010.37752719686
History,World Bank (WDI),R32SAF,GDP|PPP,billion US$2005/yr,241.638174206685,258.456464067108,280.709706197536,293.02409315753,336.203864350005,405.757255382263,468.529352850868,473.772413392275
History,World Bank (WDI),R32SSA-L,GDP|PPP,billion US$2005/yr,308.685400217324,341.342795726836,433.029442614085,479.306458806791,579.882158418095,750.510107973514,899.636519411612,1004.74074145237
History,World Bank (WDI),R32SSA-M,GDP|PPP,billion US$2005/yr,24.3253350665902,58.5160109881162,71.3023917302935,72.2916233463044,95.1808521660144,139.476679895303,193.004644523957,203.851552828309
History,World Bank (WDI),R32TUR,GDP|PPP,billion US$2005/yr,262.829697792445,333.272091008842,437.820697260647,512.791721897075,625.310797356309,781.243404329659,879.844375674093,912.795531850223
History,World Bank (WDI),R32USA,GDP|PPP,billion US$2005/yr,5128,6795.6,7962.6,9019.9,11167.7,12579.7,13164.2,13084.55659
History,World Bank (WDI),R5.2ASIA,GDP|PPP,billion US$2005/yr,2173.55552344246,3050.01665589643,4301.10253533695,6381.85845233228,8444.80743344728,12070.6914830724,15630.0470868347,18182.0214666179
History,World Bank (WDI),R5.2LAM,GDP|PPP,billion US$2005/yr,2648.03589136882,2747.70230741055,3023.68838363655,3580.27625575324,4165.16744537377,4753.05433008785,5533.06693918449,5750.2238179956
History,World Bank (WDI),R5.2MAF,GDP|PPP,billion US$2005/yr,1778.84259382416,1946.82249958348,2219.08471003797,2613.30974672194,3367.66342756673,4198.74265192343,4833.34355559879,3983.96510924924
History,World Bank (WDI),R5.2OECD,GDP|PPP,billion US$2005/yr,15986.372419239,18927.0303995076,23122.7937277927,25249.0502843555,29661.3908508441,33015.2581081207,35037.1731855938,33679.6169976427
History,World Bank (WDI),R5.2REF,GDP|PPP,billion US$2005/yr,43.7721615490685,67.3523553962579,2644.57395956849,1566.15389555959,1688.65974859856,2343.05796309441,2921.14909008065,2850.0805120221
History,World Bank (WDI),ROU,GDP|PPP,billion US$2005/yr,169.748892644765,199.680413292821,182.370122941587,163.768369226042,153.611178469801,202.720542060914,253.714219337933,234.349026355741
History,World Bank (WDI),RUS,GDP|PPP,billion US$2005/yr,,,1872.27838603696,1163.03066887881,1260.05774515714,1696.72916997385,2096.21885509389,2010.37752719686
History,World Bank (WDI),RWA,GDP|PPP,billion US$2005/yr,4.22166224053515,4.80159124472105,5.16207389957122,3.29372466073923,5.35234421199126,7.73342880022144,9.90722386974442,11.0869265520342
History,World Bank (WDI),SAU,GDP|PPP,billion US$2005/yr,332.298844900026,263.203267560917,311.555951728564,358.832574535667,407.348082945167,490.578367142506,538.109849639915,559.236311619204
History,World Bank (WDI),SDN,GDP|PPP,billion US$2005/yr,21.3372264912516,22.0702445637946,27.2729644539266,34.9861304156239,47.7569192529728,61.9553971932831,81.1540472382243,88.1252203038241
History,World Bank (WDI),SEN,GDP|PPP,billion US$2005/yr,8.28946648746975,9.52852456118968,10.7016061438557,11.8576982482035,14.4978549559236,18.2083612314731,20.3003959844193,21.5815960396377
History,World Bank (WDI),SGP,GDP|PPP,billion US$2005/yr,36.3713874443208,50.6689415755046,76.6382390462838,115.507303723562,153.2081463757,193.557422531659,232.268591803476,263.833394626579
History,World Bank (WDI),SLB,GDP|PPP,billion US$2005/yr,,,0.724205247349235,1.06298414132108,0.92441779435534,0.973800160847153,1.23704178643179,1.30775109494423
History,World Bank (WDI),SLE,GDP|PPP,billion US$2005/yr,2.56734363461402,2.67052445010285,2.80434665605179,2.12592577155594,1.75777007171313,3.33421124136848,4.01810536927331,4.3518834355029
History,World Bank (WDI),SLV,GDP|PPP,billion US$2005/yr,20.3560517061533,17.6815621718202,19.5818379988869,26.4250079623534,30.7173758325012,34.5011603456857,37.7017775236516,37.0414233486641
History,World Bank (WDI),SRB,GDP|PPP,billion US$2005/yr,,,88.0956871091477,43.75049785371,48.9127657276273,63.4336261217407,71.8980742046694,70.0437529559758
History,World Bank (WDI),STP,GDP|PPP,billion US$2005/yr,,,,,,0.216187518665236,0.258633554005577,0.281082946493261
History,World Bank (WDI),SUR,GDP|PPP,billion US$2005/yr,2.40951223562435,2.17196364350272,2.16621955990358,2.1511569979367,2.31740305223782,3.05993156993848,3.49563012164713,
History,World Bank (WDI),SVK,GDP|PPP,billion US$2005/yr,,62.7576947233787,67.2603635005228,58.0188994473642,68.5793033168628,87.1338081366327,110.456747873644,109.489906950106
History,World Bank (WDI),SVN,GDP|PPP,billion US$2005/yr,,,32.8790974701424,31.7901588313162,39.313614294491,46.9622727749886,55.0312989096841,51.3228547344276
History,World Bank (WDI),SWE,GDP|PPP,billion US$2005/yr,169.215488614576,185.384294509507,210.27295511322,217.500545806626,258.582003688154,295.293937662136,316.238734804848,316.777101436762
History,World Bank (WDI),SWZ,GDP|PPP,billion US$2005/yr,1.38675256646441,1.79360876351162,3.36047393410632,3.90682612189081,4.49614362251367,4.99026596907327,5.46148198168641,5.63798739662741
History,World Bank (WDI),SYC,GDP|PPP,billion US$2005/yr,0.702513094734658,0.727836524017819,0.951209106101682,1.09437996923674,1.48003581468167,1.43849934422659,1.68677912482689,1.80389894658013
History,World Bank (WDI),SYR,GDP|PPP,billion US$2005/yr,29.4599952472872,34.0160470770917,36.5746509442795,53.6197009849564,60.0475858334737,76.4031644345541,88.6118743898359,96.9343016325293
History,World Bank (WDI),TCD,GDP|PPP,billion US$2005/yr,2.96210033928183,4.53324839470551,4.9260835504754,5.42686126457884,6.1704764929275,13.4452675198957,13.4451059615612,13.7988735896218
History,World Bank (WDI),TGO,GDP|PPP,billion US$2005/yr,3.02622462814552,2.97306724476166,3.36050808727495,3.37346923979164,4.17172766155811,4.64127706130878,5.05751185032845,5.39653363004693
History,World Bank (WDI),THA,GDP|PPP,billion US$2005/yr,105.439968752768,137.46453904119,224.485662196069,339.4608125952,347.153610362699,445.195047035913,503.678709912758,530.367086844914
History,World Bank (WDI),TJK,GDP|PPP,billion US$2005/yr,,14.5051609675569,15.7015152875103,5.96898853962365,5.98001506050887,9.68167679691933,11.9156445216923,13.3455456955844
History,World Bank (WDI),TKM,GDP|PPP,billion US$2005/yr,,,13.7514838596289,8.57212387320699,10.4539006100927,22.6085182294627,32.2970244100711,37.4197200458013
History,World Bank (WDI),TON,GDP|PPP,billion US$2005/yr,,0.281119128926663,0.285260829156321,0.343634807370971,0.378575596966658,0.417725311700621,0.425350953113149,0.422742934339133
History,World Bank (WDI),TTO,GDP|PPP,billion US$2005/yr,16.5017012875676,14.7305529215466,13.1519529394337,14.0921352053481,17.9629899250081,26.3843240186395,32.0518895810322,30.9610035191417
History,World Bank (WDI),TUN,GDP|PPP,billion US$2005/yr,25.8347494455683,31.7231267148513,36.6666645596511,44.3240294068056,58.1207406212837,72.0319448514076,84.5244827086805,90.3666545903391
History,World Bank (WDI),TUR,GDP|PPP,billion US$2005/yr,262.829697792445,333.272091008842,437.820697260647,512.791721897075,625.310797356309,781.243404329659,879.844375674093,912.795531850223
History,World Bank (WDI),TZA,GDP|PPP,billion US$2005/yr,,,21.2702562960296,23.2489882227138,28.7084464266895,40.3543849442734,49.5843778460519,56.2423584810745
History,World Bank (WDI),UGA,GDP|PPP,billion US$2005/yr,,7.78263577507666,9.95906463144214,13.974845436322,18.7299473369395,25.9031426579888,33.8202184504554,38.1507249587892
History,World Bank (WDI),UKR,GDP|PPP,billion US$2005/yr,,,418.384693943055,200.828599770916,181.775485279313,263.006855631327,311.504175579541,276.548423012707
History,World Bank (WDI),URY,GDP|PPP,billion US$2005/yr,22.7595668179335,18.773379047117,22.7011828399354,27.5348367824416,31.7177938386293,32.008625140932,38.923390392166,43.3091354964321
History,World Bank (WDI),USA,GDP|PPP,billion US$2005/yr,5128,6795.6,7962.6,9019.9,11167.7,12579.7,13164.2,13084.55659
History,World Bank (WDI),UZB,GDP|PPP,billion US$2005/yr,,,41.0653091041422,33.3060105268848,40.2369708215971,52.3592643778848,67.0554181980947,78.6482941732723
History,World Bank (WDI),VCT,GDP|PPP,billion US$2005/yr,0.330581150227139,0.431328545224779,0.59346415106641,0.629990526488364,0.808389667345879,0.962710490871529,1.11014341089815,1.08302065949666
History,World Bank (WDI),VEN,GDP|PPP,billion US$2005/yr,174.332608774722,166.380511238049,189.085653375713,223.99447339714,232.521868655694,263.762429467968,331.803631805249,316.396601224421
History,World Bank (WDI),VNM,GDP|PPP,billion US$2005/yr,,47.2915675209182,59.7360733470984,88.6076550937722,123.992808774192,178.074797838714,222.217100428159,249.923444107501
History,World Bank (WDI),VUT,GDP|PPP,billion US$2005/yr,0.319847547379703,0.464765267491991,0.50245308687078,0.590071510131244,0.702198131363383,0.739098147506898,0.897299593273167,0.956563038521991
History,World Bank (WDI),WSM,GDP|PPP,billion US$2005/yr,,0.408193504026015,0.422756976780689,0.445619739312788,0.540128228442131,0.690507147353713,0.722187176891483,0.721884287810496
History,World Bank (WDI),World,GDP|PPP,billion US$2005/yr,22630.5785894235,26738.9242177944,35311.2433163727,39390.6486347226,47327.6889058305,56380.8045362988,63954.7798572924,64445.9079035276
History,World Bank (WDI),YEM,GDP|PPP,billion US$2005/yr,,,21.8756027729708,28.6814942087229,37.4960661603397,46.1252427182376,50.9653963733143,
History,World Bank (WDI),ZAF,GDP|PPP,billion US$2005/yr,241.638174206685,258.456464067108,280.709706197536,293.02409315753,336.203864350005,405.757255382263,468.529352850868,473.772413392275
History,World Bank (WDI),ZMB,GDP|PPP,billion US$2005/yr,8.84866704321313,9.0645856762957,9.81387120687522,9.14232869256219,10.4952389385423,13.2687588991938,15.8181319293094,18.1118373939994
